case,cohort,uma,deck,base_seed,run,variant,rule_seed,score,skill_pt,rmj_ok,free_race_ok,friend_all,five,error
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,3,ptblend200,1307009070776977325,54046,7020,3,true,true,2019/1753/2200/711/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,3,ptblend200-capd0-rgn1,1307009070776977325,54034,7021,3,true,true,2051/1718/2200/701/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,3,ptblend200-capd0-rgn1-supermode3,1307009070776977325,54034,7021,3,true,true,2051/1718/2200/701/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,3,ptblend200-capd0-rgn1-supermode1,1307009070776977325,54034,7021,3,true,true,2051/1718/2200/701/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,4,base,14580525919913804952,59234,7968,3,true,true,2384/1885/2200/639/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,4,ptblend200,14580525919913804952,59234,7968,3,true,true,2384/1885/2200/639/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,4,ptblend200-capd0-rgn1,14580525919913804952,59952,8067,3,true,true,2394/1926/2200/663/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,4,ptblend200-capd0-rgn1-supermode3,14580525919913804952,59952,8067,3,true,true,2394/1926/2200/663/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,4,ptblend200-capd0-rgn1-supermode1,14580525919913804952,59952,8067,3,true,true,2394/1926/2200/663/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,5,base,1832440609196742841,58135,7650,3,true,true,2423/1805/2200/616/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,5,ptblend200,1832440609196742841,58135,7650,3,true,true,2423/1805/2200/616/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,5,ptblend200-capd0-rgn1,1832440609196742841,58135,7650,3,true,true,2423/1805/2200/616/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,5,ptblend200-capd0-rgn1-supermode3,1832440609196742841,58135,7650,3,true,true,2423/1805/2200/616/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,5,ptblend200-capd0-rgn1-supermode1,1832440609196742841,58135,7650,3,true,true,2423/1805/2200/616/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,6,base,1688973966540781150,54607,7059,3,true,true,1907/2063/2200/668/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,6,ptblend200,1688973966540781150,55591,7145,3,true,true,1851/2218/2200/668/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,6,ptblend200-capd0-rgn1,1688973966540781150,55591,7145,3,true,true,1851/2218/2200/668/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,6,ptblend200-capd0-rgn1-supermode3,1688973966540781150,55591,7145,3,true,true,1851/2218/2200/668/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,6,ptblend200-capd0-rgn1-supermode1,1688973966540781150,55591,7145,3,true,true,1851/2218/2200/668/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,7,base,16002778796369497407,58941,7851,3,true,true,2313/1821/2200/806/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,7,ptblend200,16002778796369497407,58941,7851,3,true,true,2313/1821/2200/806/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,7,ptblend200-capd0-rgn1,16002778796369497407,58941,7851,3,true,true,2313/1821/2200/806/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,7,ptblend200-capd0-rgn1-supermode3,16002778796369497407,58941,7851,3,true,true,2313/1821/2200/806/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,7,ptblend200-capd0-rgn1-supermode1,16002778796369497407,58941,7851,3,true,true,2313/1821/2200/806/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,8,base,14893227854436251004,60538,8041,3,true,true,2335/2126/2200/643/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,8,ptblend200,14893227854436251004,60538,8041,3,true,true,2335/2126/2200/643/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,8,ptblend200-capd0-rgn1,14893227854436251004,61734,8204,3,true,true,2179/2398/2200/634/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,8,ptblend200-capd0-rgn1-supermode3,14893227854436251004,61734,8204,3,true,true,2179/2398/2200/634/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,8,ptblend200-capd0-rgn1-supermode1,14893227854436251004,61734,8204,3,true,true,2179/2398/2200/634/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,9,base,997777740674518878,54378,7049,3,true,false,1816/2043/2200/653/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,9,ptblend200,997777740674518878,53167,6841,3,true,true,1795/1960/2200/653/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,9,ptblend200-capd0-rgn1,997777740674518878,53675,6883,3,true,false,1741/2062/2200/653/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,9,ptblend200-capd0-rgn1-supermode3,997777740674518878,53675,6883,3,true,false,1741/2062/2200/653/2445,
power_wisdom,preset,106402,303144/302834/303064/302894/302684/303054,917823000,9,ptblend200-capd0-rgn1-supermode1,997777740674518878,53675,6883,3,true,false,1741/2062/2200/653/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,0,base,1932990359992000906,71942,9049,3,true,true,3337/2400/1431/1581/2162,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,0,ptblend200,1932990359992000906,71942,9049,3,true,true,3337/2400/1431/1581/2162,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,0,ptblend200-capd0-rgn1,1932990359992000906,71942,9049,3,true,true,3337/2400/1431/1581/2162,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,0,ptblend200-capd0-rgn1-supermode3,1932990359992000906,71717,9023,3,true,true,3337/2400/1431/1547/2162,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,0,ptblend200-capd0-rgn1-supermode1,1932990359992000906,71717,9023,3,true,true,3337/2400/1431/1547/2162,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,1,base,10427150460776359402,67218,8617,3,true,true,3337/1965/1193/1202/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,1,ptblend200,10427150460776359402,67343,8576,3,true,true,3337/1965/1240/1202/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,1,ptblend200-capd0-rgn1,10427150460776359402,67695,8555,3,true,true,3337/1965/1322/1202/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,1,ptblend200-capd0-rgn1-supermode3,10427150460776359402,67343,8576,3,true,true,3337/1965/1240/1202/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,1,ptblend200-capd0-rgn1-supermode1,10427150460776359402,67343,8576,3,true,true,3337/1965/1240/1202/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,2,base,8610863263705876650,70916,8946,3,true,true,3337/2400/1148/1319/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,2,ptblend200,8610863263705876650,70910,8729,3,true,true,3337/2400/1213/1306/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,2,ptblend200-capd0-rgn1,8610863263705876650,70480,8906,3,true,true,3337/2235/1372/1242/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,2,ptblend200-capd0-rgn1-supermode3,8610863263705876650,70128,9068,3,true,true,3337/2180/1306/1242/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,2,ptblend200-capd0-rgn1-supermode1,8610863263705876650,70128,9068,3,true,true,3337/2180/1306/1242/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,3,base,2303194850230707585,69746,9077,3,true,true,3337/2099/1297/1193/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,3,ptblend200,2303194850230707585,69746,9077,3,true,true,3337/2099/1297/1193/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,3,ptblend200-capd0-rgn1,2303194850230707585,69746,9077,3,true,true,3337/2099/1297/1193/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,3,ptblend200-capd0-rgn1-supermode3,2303194850230707585,69746,9077,3,true,true,3337/2099/1297/1193/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,3,ptblend200-capd0-rgn1-supermode1,2303194850230707585,70428,8931,3,true,true,3337/2197/1331/1225/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,4,base,6430723760069117219,66440,8433,3,true,true,3337/2170/1304/1346/2083,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,4,ptblend200,6430723760069117219,65698,8329,3,true,true,3337/2019/1258/1289/2209,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,4,ptblend200-capd0-rgn1,6430723760069117219,65698,8329,3,true,true,3337/2019/1258/1289/2209,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,4,ptblend200-capd0-rgn1-supermode3,6430723760069117219,65546,8303,3,true,true,3337/2019/1258/1289/2194,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,4,ptblend200-capd0-rgn1-supermode1,6430723760069117219,65546,8303,3,true,true,3337/2019/1258/1289/2194,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,5,base,13097119486641619674,69513,8951,3,true,false,3337/2120/1186/1244/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,5,ptblend200,13097119486641619674,69513,8951,3,true,false,3337/2120/1186/1244/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,5,ptblend200-capd0-rgn1,13097119486641619674,69788,8930,3,true,false,3337/2120/1246/1244/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,5,ptblend200-capd0-rgn1-supermode3,13097119486641619674,69788,8930,3,true,false,3337/2120/1246/1244/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,5,ptblend200-capd0-rgn1-supermode1,13097119486641619674,69788,8930,3,true,false,3337/2120/1246/1244/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,6,base,3889820441258519167,71361,8896,3,true,true,3337/2379/1177/1337/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,6,ptblend200,3889820441258519167,71361,8896,3,true,true,3337/2379/1177/1337/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,6,ptblend200-capd0-rgn1,3889820441258519167,71106,8956,3,true,true,3337/2379/1121/1337/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,6,ptblend200-capd0-rgn1-supermode3,3889820441258519167,71106,8956,3,true,true,3337/2379/1121/1337/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,6,ptblend200-capd0-rgn1-supermode1,3889820441258519167,71350,8968,3,true,true,3337/2396/1121/1354/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,7,base,3620186067318858574,72674,9235,3,true,true,3337/2371/1225/1460/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,7,ptblend200,3620186067318858574,72467,9155,3,true,true,3337/2400/1131/1529/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,7,ptblend200-capd0-rgn1,3620186067318858574,72467,9155,3,true,true,3337/2400/1131/1529/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,7,ptblend200-capd0-rgn1-supermode3,3620186067318858574,72467,9155,3,true,true,3337/2400/1131/1529/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,7,ptblend200-capd0-rgn1-supermode1,3620186067318858574,72445,9154,3,true,true,3337/2400/1131/1524/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,8,base,7954675688789875808,71404,8879,3,true,true,3337/2396/1235/1333/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,8,ptblend200,7954675688789875808,70837,8866,3,true,true,3337/2396/1140/1333/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,8,ptblend200-capd0-rgn1,7954675688789875808,70837,8866,3,true,true,3337/2396/1140/1333/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,8,ptblend200-capd0-rgn1-supermode3,7954675688789875808,70837,8866,3,true,true,3337/2396/1140/1333/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,8,ptblend200-capd0-rgn1-supermode1,7954675688789875808,70837,8866,3,true,true,3337/2396/1140/1333/2445,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,9,base,13913127349016612403,66400,8522,3,true,true,3337/2021/1245/1243/2228,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,9,ptblend200,13913127349016612403,67718,8508,3,true,true,3337/2235/1133/1359/2228,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,9,ptblend200-capd0-rgn1,13913127349016612403,67718,8508,3,true,true,3337/2235/1133/1359/2228,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,9,ptblend200-capd0-rgn1-supermode3,13913127349016612403,67718,8508,3,true,true,3337/2235/1133/1359/2228,
speed_wisdom,preset,106402,302754/303124/303044/303064/302894/303054,917824000,9,ptblend200-capd0-rgn1-supermode1,13913127349016612403,67224,8493,3,true,true,3337/2021/1129/1243/2430,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,0,base,4196159694161053929,69647,9029,3,true,false,3309/2400/760/1427/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,0,ptblend200,4196159694161053929,70277,9104,3,true,false,3337/2400/774/1481/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,0,ptblend200-capd0-rgn1,4196159694161053929,70645,9226,3,true,false,3337/2400/823/1410/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,0,ptblend200-capd0-rgn1-supermode3,4196159694161053929,70703,9255,3,true,false,3337/2400/823/1410/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,0,ptblend200-capd0-rgn1-supermode1,4196159694161053929,70703,9255,3,true,false,3337/2400/823/1410/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,1,base,14423110065714866693,68163,8593,3,true,true,3270/2387/882/1333/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,1,ptblend200,14423110065714866693,68163,8593,3,true,true,3270/2387/882/1333/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,1,ptblend200-capd0-rgn1,14423110065714866693,68163,8593,3,true,true,3270/2387/882/1333/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,1,ptblend200-capd0-rgn1-supermode3,14423110065714866693,67964,8574,3,true,true,3270/2373/882/1320/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,1,ptblend200-capd0-rgn1-supermode1,14423110065714866693,67964,8574,3,true,true,3270/2373/882/1320/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,2,base,6243014190158935181,62907,8509,3,true,true,3337/1631/971/1092/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,2,ptblend200,6243014190158935181,62719,8451,3,true,true,3337/1631/939/1092/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,2,ptblend200-capd0-rgn1,6243014190158935181,62759,8562,3,true,true,3337/1631/911/1092/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,2,ptblend200-capd0-rgn1-supermode3,6243014190158935181,62724,8552,3,true,true,3337/1599/875/1139/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,2,ptblend200-capd0-rgn1-supermode1,6243014190158935181,62724,8552,3,true,true,3337/1599/875/1139/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,3,base,11279359617226164766,65772,8505,3,true,true,3337/1977/969/1205/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,3,ptblend200,11279359617226164766,65772,8505,3,true,true,3337/1977/969/1205/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,3,ptblend200-capd0-rgn1,11279359617226164766,65836,8707,3,true,true,3337/1914/964/1226/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,3,ptblend200-capd0-rgn1-supermode3,11279359617226164766,66084,8730,3,true,true,3337/1933/964/1248/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,3,ptblend200-capd0-rgn1-supermode1,11279359617226164766,66084,8730,3,true,true,3337/1933/964/1248/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,4,base,1685441190553810252,72097,9175,3,true,true,3337/2400/865/1678/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,4,ptblend200,1685441190553810252,72097,9175,3,true,true,3337/2400/865/1678/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,4,ptblend200-capd0-rgn1,1685441190553810252,72078,9204,3,true,true,3337/2400/865/1653/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,4,ptblend200-capd0-rgn1-supermode3,1685441190553810252,72111,9199,3,true,true,3337/2400/865/1661/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,4,ptblend200-capd0-rgn1-supermode1,1685441190553810252,72111,9199,3,true,true,3337/2400/865/1661/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,5,base,619293881400690958,68225,8726,3,true,true,3337/2268/960/1272/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,5,ptblend200,619293881400690958,69839,8987,3,true,true,3337/2400/930/1338/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,5,ptblend200-capd0-rgn1,619293881400690958,69839,8987,3,true,true,3337/2400/930/1338/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,5,ptblend200-capd0-rgn1-supermode3,619293881400690958,69725,9041,3,true,true,3337/2400/853/1360/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,5,ptblend200-capd0-rgn1-supermode1,619293881400690958,69725,9041,3,true,true,3337/2400/853/1360/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,6,base,9352118698122507707,65313,8995,3,true,true,3337/1821/969/1134/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,6,ptblend200,9352118698122507707,65313,8995,3,true,true,3337/1821/969/1134/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,6,ptblend200-capd0-rgn1,9352118698122507707,64766,9123,3,true,true,3337/1677/978/1090/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,6,ptblend200-capd0-rgn1-supermode3,9352118698122507707,64766,9123,3,true,true,3337/1677/978/1090/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,6,ptblend200-capd0-rgn1-supermode1,9352118698122507707,64766,9123,3,true,true,3337/1677/978/1090/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,7,base,17997481987877438832,65057,8427,3,true,false,2949/2400/768/1561/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,7,ptblend200,17997481987877438832,65057,8427,3,true,false,2949/2400/768/1561/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,7,ptblend200-capd0-rgn1,17997481987877438832,64143,8443,3,true,false,2882/2400/721/1539/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,7,ptblend200-capd0-rgn1-supermode3,17997481987877438832,65390,8471,3,true,false,2958/2400/777/1586/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,7,ptblend200-capd0-rgn1-supermode1,17997481987877438832,65390,8471,3,true,false,2958/2400/777/1586/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,8,base,14576850757862421045,63964,8393,3,true,true,3337/1698/947/1264/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,8,ptblend200,14576850757862421045,63964,8393,3,true,true,3337/1698/947/1264/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,8,ptblend200-capd0-rgn1,14576850757862421045,64046,8426,3,true,true,3337/1667/962/1254/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,8,ptblend200-capd0-rgn1-supermode3,14576850757862421045,64046,8426,3,true,true,3337/1667/962/1254/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,8,ptblend200-capd0-rgn1-supermode1,14576850757862421045,64046,8426,3,true,true,3337/1667/962/1254/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,9,base,1420279237519932103,70192,9242,3,true,true,3337/2400/824/1269/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,9,ptblend200,1420279237519932103,70460,9027,3,true,true,3337/2400/917/1358/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,9,ptblend200-capd0-rgn1,1420279237519932103,70460,9027,3,true,true,3337/2400/917/1358/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,9,ptblend200-capd0-rgn1-supermode3,1420279237519932103,70460,9027,3,true,true,3337/2400/917/1358/2445,
wisdom,preset,106402,302754/303044/303064/302894/302684/303054,917825000,9,ptblend200-capd0-rgn1-supermode1,1420279237519932103,70460,9027,3,true,true,3337/2400/917/1358/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,0,base,14983004930529550585,70185,8560,3,true,true,3337/854/1910/2200/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,0,ptblend200,14983004930529550585,70185,8560,3,true,true,3337/854/1910/2200/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,0,ptblend200-capd0-rgn1,14983004930529550585,70715,8454,3,true,true,3312/960/1999/2200/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,0,ptblend200-capd0-rgn1-supermode3,14983004930529550585,69695,8545,3,true,true,3337/852/1836/2200/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,0,ptblend200-capd0-rgn1-supermode1,14983004930529550585,69404,8530,3,true,true,3337/852/1793/2200/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,1,base,13356563491811039061,64809,8210,3,true,true,2963/1411/2182/1186/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,1,ptblend200,13356563491811039061,64809,8210,3,true,true,2963/1411/2182/1186/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,1,ptblend200-capd0-rgn1,13356563491811039061,64809,8210,3,true,true,2963/1411/2182/1186/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,1,ptblend200-capd0-rgn1-supermode3,13356563491811039061,64764,8215,3,true,true,2849/1415/2200/1385/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,1,ptblend200-capd0-rgn1-supermode1,13356563491811039061,65460,8221,3,true,true,3048/1256/2114/1385/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,2,base,13948961378625806723,60590,7794,3,true,true,2883/1266/2200/1744/1870,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,2,ptblend200,13948961378625806723,60590,7794,3,true,true,2883/1266/2200/1744/1870,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,2,ptblend200-capd0-rgn1,13948961378625806723,60590,7794,3,true,true,2883/1266/2200/1744/1870,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,2,ptblend200-capd0-rgn1-supermode3,13948961378625806723,60798,7809,3,true,true,2896/1266/2200/1753/1870,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,2,ptblend200-capd0-rgn1-supermode1,13948961378625806723,61426,7811,3,true,true,2677/1266/2185/1757/2266,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,3,base,11783238685694023138,66939,8448,3,true,true,3337/1201/2054/1119/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,3,ptblend200,11783238685694023138,67878,8400,3,true,true,3316/1308/2173/1119/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,3,ptblend200-capd0-rgn1,11783238685694023138,67878,8400,3,true,true,3316/1308/2173/1119/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,3,ptblend200-capd0-rgn1-supermode3,11783238685694023138,68167,8463,3,true,true,3337/1179/2090/1334/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,3,ptblend200-capd0-rgn1-supermode1,11783238685694023138,67527,8386,3,true,true,3337/1156/2054/1314/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,4,base,6345264441201720137,65517,8402,3,true,true,3051/1501/2200/994/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,4,ptblend200,6345264441201720137,65524,8363,3,true,true,3070/1501/2200/994/2432,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,4,ptblend200-capd0-rgn1,6345264441201720137,66657,8340,3,true,true,3158/1496/2200/1025/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,4,ptblend200-capd0-rgn1-supermode3,6345264441201720137,66786,8346,3,true,true,3052/1496/2200/1227/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,4,ptblend200-capd0-rgn1-supermode1,6345264441201720137,66786,8346,3,true,true,3052/1496/2200/1227/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,5,base,10821448180710169504,64261,8006,3,true,true,3337/967/1890/1375/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,5,ptblend200,10821448180710169504,64763,7999,3,true,true,3252/1096/2005/1375/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,5,ptblend200-capd0-rgn1,10821448180710169504,64763,7999,3,true,true,3252/1096/2005/1375/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,5,ptblend200-capd0-rgn1-supermode3,10821448180710169504,64455,7988,3,true,true,3252/1070/1992/1375/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,5,ptblend200-capd0-rgn1-supermode1,10821448180710169504,64722,7974,3,true,true,3337/821/1758/1751/2445,
